Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,Wilderness_Area,Cover_Type
3269.0,196.0,26.0,285.0,99.0,2215.0,204.0,251.0,166.0,1249.0,T33,A3,1.0
3290.0,212.0,9.0,402.0,63.0,3931.0,213.0,248.0,171.0,2364.0,T23,A1,1.0
3012.0,19.0,16.0,342.0,153.0,1338.0,206.0,203.0,131.0,3355.0,T24,A3,1.0
3055.0,279.0,8.0,335.0,60.0,2656.0,199.0,241.0,182.0,1932.0,T32,A3,2.0
2797.0,120.0,8.0,360.0,64.0,742.0,234.0,234.0,131.0,2399.0,T30,A1,2.0
3003.0,287.0,11.0,150.0,12.0,3036.0,188.0,239.0,191.0,1909.0,T24,A3,1.0
3147.0,153.0,7.0,134.0,5.0,1022.0,229.0,240.0,145.0,2047.0,T22,A1,1.0
2885.0,132.0,15.0,30.0,4.0,4174.0,242.0,232.0,115.0,2793.0,T23,A1,1.0
2910.0,30.0,9.0,210.0,4.0,582.0,218.0,220.0,138.0,2007.0,,A3,1.0
2655.0,40.0,22.0,306.0,8.0,626.0,216.0,186.0,96.0,1836.0,T12,A1,2.0
3116.0,63.0,1.0,0.0,0.0,5445.0,220.0,236.0,153.0,,T19,,2.0
2887.0,252.0,20.0,509.0,171.0,457.0,173.0,249.0,212.0,1829.0,T10,A3,2.0
3026.0,67.0,24.0,42.0,4.0,5055.0,235.0,185.0,67.0,2783.0,,A1,1.0
3131.0,47.0,20.0,67.0,10.0,2713.0,222.0,193.0,97.0,1364.0,T23,A3,1.0
3150.0,296.0,16.0,400.0,26.0,3750.0,172.0,233.0,200.0,,,,1.0
3223.0,147.0,15.0,335.0,44.0,3962.0,239.0,237.0,124.0,787.0,T33,A3,1.0
2974.0,164.0,13.0,631.0,92.0,2794.0,231.0,244.0,141.0,1926.0,T33,A3,2.0
3119.0,184.0,12.0,636.0,65.0,6096.0,223.0,248.0,156.0,1812.0,T29,A1,2.0
2971.0,90.0,2.0,95.0,-2.0,2520.0,222.0,236.0,150.0,1630.0,T29,A1,2.0
2982.0,54.0,20.0,255.0,76.0,4476.0,227.0,192.0,89.0,4734.0,T29,A1,1.0
2842.0,18.0,12.0,541.0,10.0,577.0,211.0,215.0,139.0,,T11,A3,2.0
2919.0,176.0,14.0,95.0,25.0,4325.0,226.0,247.0,150.0,2833.0,T30,A1,2.0
2644.0,103.0,12.0,216.0,,830.0,240.0,224.0,112.0,1057.0,,A1,2.0
2675.0,33.0,15.0,366.0,30.0,3204.0,216.0,206.0,122.0,2969.0,T10,A3,1.0
3258.0,279.0,17.0,313.0,79.0,4657.0,172.0,240.0,207.0,3238.0,,A1,1.0
3430.0,183.0,14.0,495.0,,2681.0,223.0,249.0,155.0,1729.0,T32,A3,1.0
2690.0,215.0,25.0,85.0,25.0,1495.0,188.0,254.0,191.0,1421.0,T4,A3,2.0
2891.0,153.0,13.0,361.0,39.0,3216.0,235.0,240.0,134.0,2539.0,T12,A1,2.0
3315.0,184.0,9.0,793.0,101.0,1006.0,222.0,247.0,157.0,2478.0,T23,A3,2.0
2404.0,296.0,24.0,67.0,23.0,860.0,146.0,225.0,216.0,1489.0,T10,A4,2.0
3306.0,294.0,10.0,67.0,16.0,3422.0,191.0,238.0,187.0,1784.0,T32,A3,1.0
2543.0,96.0,6.0,30.0,-1.0,930.0,231.0,231.0,133.0,671.0,T9,A1,1.0
3360.0,93.0,13.0,671.0,164.0,524.0,241.0,219.0,106.0,300.0,T38,A2,1.0
2926.0,45.0,8.0,67.0,4.0,5076.0,223.0,223.0,135.0,3381.0,T23,A1,1.0
3300.0,133.0,10.0,150.0,45.0,5900.0,236.0,236.0,130.0,,T22,A1,1.0
3065.0,299.0,12.0,108.0,12.0,2821.0,185.0,235.0,190.0,1410.0,T23,A3,2.0
2882.0,152.0,39.0,595.0,105.0,4262.0,234.0,207.0,63.0,1677.0,T13,,2.0
3029.0,338.0,19.0,330.0,170.0,900.0,176.0,211.0,172.0,3293.0,T24,A3,2.0
3067.0,13.0,13.0,582.0,200.0,6352.0,207.0,214.0,142.0,3750.0,T29,A1,2.0
3089.0,108.0,32.0,402.0,-15.0,752.0,254.0,184.0,31.0,1782.0,T29,A1,2.0
2428.0,346.0,20.0,42.0,9.0,691.0,178.0,205.0,163.0,1321.0,T10,A3,2.0
3072.0,9.0,22.0,268.0,95.0,2521.0,190.0,191.0,132.0,1173.0,T24,A3,1.0
3273.0,307.0,14.0,182.0,52.0,2122.0,180.0,231.0,191.0,2034.0,T33,A2,2.0
2863.0,63.0,4.0,242.0,91.0,3692.0,224.0,231.0,143.0,5839.0,T29,A1,1.0
2831.0,154.0,7.0,108.0,12.0,2818.0,229.0,241.0,145.0,4160.0,T30,A1,2.0
3149.0,183.0,5.0,242.0,57.0,1994.0,221.0,243.0,157.0,816.0,T32,A3,1.0
3064.0,78.0,14.0,630.0,-4.0,3780.0,237.0,214.0,105.0,4588.0,T29,A1,2.0
2774.0,324.0,23.0,134.0,35.0,3544.0,155.0,209.0,190.0,1315.0,T29,A1,2.0
3041.0,62.0,8.0,277.0,74.0,865.0,227.0,223.0,130.0,741.0,T29,A1,1.0
2945.0,17.0,7.0,309.0,45.0,4471.0,214.0,225.0,147.0,6205.0,,A1,2.0
2789.0,21.0,23.0,30.0,14.0,2280.0,198.0,185.0,115.0,841.0,T23,A3,1.0
3059.0,325.0,19.0,85.0,24.0,3036.0,169.0,216.0,185.0,532.0,T23,A1,1.0
2998.0,327.0,11.0,180.0,20.0,5040.0,192.0,227.0,174.0,6011.0,T12,A1,2.0
3253.0,320.0,15.0,451.0,114.0,2301.0,180.0,225.0,184.0,134.0,T33,A3,1.0
3385.0,136.0,17.0,300.0,56.0,976.0,244.0,231.0,109.0,4142.0,T38,A2,2.0
2855.0,33.0,13.0,,78.0,1477.0,217.0,210.0,126.0,2758.0,T33,A3,2.0
2739.0,74.0,4.0,255.0,14.0,2679.0,225.0,231.0,142.0,5105.0,T12,A1,2.0
3013.0,59.0,7.0,30.0,0.0,2947.0,226.0,226.0,134.0,700.0,T29,,1.0
2845.0,104.0,9.0,150.0,17.0,,236.0,229.0,124.0,1794.0,T29,A1,1.0
3144.0,22.0,5.0,210.0,9.0,2888.0,217.0,229.0,149.0,973.0,T23,A1,2.0
2903.0,10.0,12.0,67.0,15.0,1833.0,207.0,216.0,145.0,1366.0,T31,A3,2.0
3127.0,45.0,5.0,192.0,15.0,4024.0,221.0,229.0,143.0,1671.0,T23,A1,2.0
2515.0,20.0,22.0,212.0,72.0,876.0,199.0,188.0,118.0,930.0,T10,A3,2.0
2902.0,119.0,21.0,30.0,,2010.0,250.0,217.0,84.0,1552.0,T31,A3,2.0
2998.0,286.0,8.0,270.0,47.0,4030.0,199.0,240.0,181.0,,T29,A1,2.0
3159.0,285.0,5.0,,10.0,1584.0,207.0,240.0,172.0,495.0,T23,A3,1.0
2896.0,161.0,19.0,400.0,36.0,5252.0,236.0,240.0,127.0,,T30,A1,2.0
3007.0,184.0,18.0,730.0,67.0,,221.0,249.0,154.0,2160.0,T33,A3,2.0
2582.0,273.0,33.0,319.0,112.0,875.0,117.0,228.0,240.0,1654.0,T28,A3,2.0
3263.0,140.0,13.0,175.0,30.0,1878.0,239.0,236.0,125.0,1528.0,T23,A1,2.0
2704.0,233.0,5.0,67.0,4.0,819.0,212.0,244.0,170.0,1698.0,T12,A1,1.0
2751.0,207.0,1.0,175.0,5.0,2430.0,218.0,239.0,158.0,1624.0,T12,A1,2.0
3223.0,40.0,12.0,90.0,9.0,362.0,221.0,214.0,126.0,,T16,A2,2.0
2572.0,324.0,31.0,,180.0,631.0,129.0,191.0,194.0,1134.0,,A4,2.0
3281.0,53.0,19.0,175.0,22.0,3116.0,227.0,197.0,96.0,2365.0,T29,A1,1.0
2762.0,0.0,9.0,0.0,0.0,3720.0,206.0,222.0,154.0,5581.0,T16,A1,2.0
2754.0,22.0,13.0,108.0,13.0,1437.0,212.0,213.0,136.0,2525.0,T29,A1,2.0
2910.0,66.0,16.0,67.0,,3776.0,234.0,206.0,98.0,5047.0,T30,A1,1.0
3024.0,59.0,12.0,67.0,13.0,4413.0,229.0,215.0,117.0,2700.0,T29,A1,1.0
2936.0,353.0,11.0,95.0,17.0,4710.0,201.0,221.0,158.0,5879.0,T20,,2.0
3194.0,258.0,10.0,30.0,10.0,638.0,197.0,246.0,188.0,1495.0,T23,A3,1.0
2965.0,47.0,11.0,150.0,33.0,2215.0,224.0,216.0,125.0,618.0,T32,A3,2.0
2707.0,49.0,25.0,272.0,154.0,1006.0,220.0,176.0,76.0,1776.0,T31,,2.0
3024.0,76.0,12.0,180.0,3.0,484.0,234.0,218.0,114.0,1110.0,T22,A1,1.0
2629.0,320.0,11.0,0.0,0.0,,192.0,230.0,177.0,785.0,T33,A3,2.0
3164.0,47.0,29.0,466.0,51.0,787.0,216.0,165.0,65.0,1682.0,,A1,1.0
3224.0,102.0,15.0,85.0,10.0,3865.0,243.0,220.0,102.0,3415.0,T29,A1,1.0
3083.0,176.0,3.0,67.0,0.0,1770.0,221.0,241.0,156.0,488.0,,A1,1.0
3229.0,288.0,12.0,150.0,26.0,4667.0,187.0,239.0,192.0,582.0,T38,A1,1.0
2474.0,21.0,21.0,67.0,0.0,731.0,202.0,191.0,119.0,785.0,T10,A3,2.0
3009.0,7.0,6.0,849.0,230.0,2881.0,213.0,229.0,153.0,,T34,A3,2.0
3002.0,336.0,20.0,576.0,242.0,708.0,171.0,208.0,174.0,1416.0,T33,A3,2.0
3268.0,214.0,3.0,994.0,137.0,2117.0,216.0,243.0,163.0,2282.0,T31,,1.0
3258.0,189.0,12.0,503.0,58.0,2402.0,220.0,249.0,160.0,1573.0,T33,A3,2.0
3262.0,70.0,29.0,30.0,17.0,2458.0,236.0,169.0,43.0,,T29,A1,2.0
3080.0,344.0,6.0,495.0,,362.0,208.0,230.0,161.0,1279.0,T19,A3,2.0
2525.0,125.0,9.0,182.0,1.0,564.0,236.0,234.0,128.0,470.0,T23,A1,2.0
2539.0,218.0,25.0,150.0,47.0,1276.0,184.0,254.0,196.0,1250.0,T2,A3,2.0
3091.0,305.0,14.0,0.0,0.0,3770.0,181.0,232.0,191.0,1075.0,T22,A3,1.0
3145.0,255.0,13.0,752.0,140.0,6302.0,190.0,248.0,195.0,1382.0,T29,A1,2.0
2711.0,51.0,10.0,90.0,0.0,1361.0,225.0,218.0,126.0,2147.0,T12,A1,2.0
3206.0,58.0,15.0,,3.0,4306.0,229.0,207.0,106.0,3400.0,T22,A3,1.0
2747.0,41.0,9.0,,76.0,,221.0,221.0,134.0,2012.0,T32,A3,2.0
2654.0,74.0,23.0,450.0,-73.0,1410.0,240.0,189.0,66.0,4102.0,T29,A1,2.0
2926.0,9.0,10.0,272.0,23.0,4627.0,209.0,221.0,149.0,1894.0,,A1,2.0
2597.0,61.0,5.0,285.0,-1.0,780.0,224.0,229.0,141.0,5519.0,T29,A1,2.0
2982.0,266.0,19.0,272.0,53.0,5883.0,169.0,244.0,213.0,1371.0,T29,A1,2.0
2800.0,39.0,16.0,474.0,-9.0,1762.0,219.0,204.0,116.0,2200.0,T12,A1,2.0
2751.0,66.0,10.0,201.0,18.0,2731.0,230.0,220.0,122.0,5174.0,T12,A1,2.0
3217.0,65.0,13.0,42.0,5.0,2735.0,232.0,212.0,110.0,1691.0,T38,A3,1.0
3050.0,225.0,16.0,,29.0,5855.0,196.0,253.0,190.0,2148.0,T29,A1,2.0
3163.0,40.0,12.0,404.0,59.0,997.0,221.0,213.0,124.0,2457.0,T31,A3,2.0
2819.0,214.0,16.0,127.0,25.0,3645.0,204.0,253.0,182.0,3212.0,T30,A1,2.0
2790.0,317.0,25.0,458.0,196.0,1500.0,148.0,210.0,198.0,1168.0,T33,A3,2.0
2973.0,23.0,16.0,210.0,,1892.0,209.0,205.0,129.0,3279.0,T33,A3,1.0
2972.0,317.0,11.0,67.0,13.0,4793.0,191.0,231.0,179.0,5588.0,T19,A1,2.0
3113.0,97.0,20.0,319.0,76.0,4117.0,248.0,206.0,77.0,2713.0,T30,,2.0
2739.0,114.0,32.0,60.0,14.0,2133.0,254.0,191.0,38.0,443.0,T13,A3,2.0
2984.0,92.0,9.0,636.0,6.0,4239.0,234.0,227.0,124.0,4736.0,T12,A1,2.0
2942.0,225.0,13.0,433.0,39.0,5664.0,202.0,252.0,185.0,3650.0,T29,A1,2.0
3118.0,145.0,13.0,192.0,26.0,108.0,238.0,237.0,127.0,4054.0,T22,A2,2.0
2957.0,71.0,19.0,408.0,,2809.0,237.0,200.0,87.0,1387.0,T10,A3,2.0
2998.0,83.0,10.0,0.0,0.0,902.0,235.0,222.0,119.0,2676.0,T29,A1,2.0
2762.0,135.0,6.0,30.0,5.0,1992.0,230.0,237.0,140.0,2885.0,T20,A1,2.0
3007.0,180.0,28.0,300.0,116.0,,218.0,243.0,140.0,2213.0,T33,A3,2.0
3001.0,27.0,6.0,591.0,82.0,5222.0,217.0,226.0,145.0,5490.0,T12,A1,1.0
3057.0,253.0,15.0,30.0,0.0,3295.0,185.0,249.0,201.0,1190.0,T32,A3,1.0
3191.0,31.0,11.0,0.0,0.0,1222.0,217.0,217.0,134.0,1490.0,T29,,1.0
3114.0,296.0,30.0,190.0,47.0,1950.0,125.0,216.0,225.0,3369.0,T29,A1,1.0
2978.0,45.0,2.0,170.0,18.0,870.0,220.0,234.0,151.0,175.0,T32,A3,2.0
3024.0,119.0,12.0,85.0,10.0,3090.0,240.0,229.0,117.0,2171.0,T23,A3,2.0
3185.0,6.0,17.0,853.0,168.0,1860.0,197.0,205.0,142.0,2440.0,T24,A3,1.0
3255.0,276.0,15.0,210.0,37.0,4139.0,178.0,242.0,203.0,1804.0,T22,A3,1.0
2790.0,330.0,20.0,67.0,16.0,1905.0,170.0,212.0,180.0,2805.0,T23,A1,2.0
3224.0,160.0,10.0,0.0,0.0,4370.0,230.0,242.0,143.0,2222.0,T23,A1,1.0
2920.0,142.0,21.0,108.0,-2.0,1020.0,245.0,230.0,103.0,1718.0,T33,A3,2.0
3207.0,35.0,19.0,150.0,5.0,1800.0,215.0,196.0,111.0,4572.0,T22,A2,1.0
3280.0,214.0,3.0,120.0,28.0,1410.0,216.0,243.0,163.0,1259.0,T21,A3,1.0
3158.0,113.0,18.0,108.0,-24.0,1653.0,248.0,218.0,92.0,1521.0,T29,A1,1.0
2941.0,315.0,9.0,309.0,78.0,1768.0,195.0,233.0,177.0,2678.0,T32,A3,2.0
3014.0,257.0,4.0,1057.0,105.0,5688.0,209.0,242.0,171.0,5734.0,T20,A1,2.0
3174.0,266.0,12.0,228.0,-8.0,2148.0,189.0,245.0,196.0,780.0,T32,A3,1.0
3063.0,247.0,12.0,518.0,46.0,1506.0,195.0,249.0,191.0,890.0,T32,A3,2.0
2890.0,52.0,6.0,30.0,7.0,4331.0,223.0,227.0,140.0,6133.0,T20,A1,2.0
3197.0,216.0,11.0,382.0,77.0,5883.0,209.0,250.0,176.0,3181.0,T22,A1,2.0
2965.0,86.0,12.0,67.0,13.0,4220.0,237.0,221.0,113.0,2147.0,T29,A1,2.0
3165.0,70.0,25.0,459.0,-29.0,816.0,238.0,183.0,62.0,1233.0,T32,A2,2.0
3127.0,169.0,32.0,277.0,59.0,3491.0,225.0,233.0,114.0,1020.0,T33,A3,2.0
3054.0,54.0,21.0,30.0,7.0,5110.0,227.0,190.0,87.0,1731.0,T29,A1,1.0
3171.0,250.0,12.0,365.0,48.0,2362.0,194.0,248.0,192.0,,T32,A3,2.0
3075.0,240.0,9.0,108.0,5.0,1931.0,203.0,248.0,182.0,541.0,T32,A3,2.0
3007.0,303.0,36.0,,187.0,1140.0,100.0,197.0,225.0,1271.0,T33,A3,1.0
2839.0,303.0,13.0,283.0,-44.0,1376.0,183.0,233.0,190.0,1411.0,,A3,2.0
3166.0,29.0,8.0,30.0,0.0,1788.0,217.0,222.0,140.0,391.0,T23,A1,1.0
3052.0,305.0,31.0,120.0,56.0,551.0,122.0,207.0,217.0,,T30,A1,1.0
3245.0,157.0,24.0,295.0,79.0,860.0,239.0,235.0,111.0,2017.0,T13,A2,1.0
3031.0,317.0,8.0,361.0,71.0,2239.0,199.0,233.0,174.0,591.0,T30,A1,2.0
3082.0,39.0,12.0,60.0,6.0,1041.0,220.0,212.0,125.0,1442.0,T33,A3,2.0
2978.0,38.0,17.0,201.0,61.0,2171.0,218.0,202.0,114.0,2154.0,T32,A3,1.0
3484.0,49.0,16.0,,50.0,2701.0,225.0,204.0,109.0,1860.0,T40,A1,1.0
2767.0,18.0,10.0,270.0,67.0,2402.0,212.0,219.0,143.0,2380.0,T29,A1,2.0
2893.0,39.0,9.0,42.0,-3.0,,221.0,220.0,134.0,1837.0,T23,A3,2.0
3024.0,201.0,22.0,551.0,208.0,1442.0,204.0,253.0,174.0,319.0,T13,A3,2.0
3316.0,313.0,8.0,424.0,35.0,3501.0,198.0,234.0,175.0,1468.0,T39,A1,1.0
2791.0,51.0,9.0,0.0,,3411.0,225.0,221.0,129.0,6049.0,T20,A1,2.0
2860.0,49.0,25.0,124.0,,481.0,221.0,176.0,75.0,379.0,T33,,2.0
2854.0,92.0,30.0,242.0,,,250.0,178.0,33.0,,T10,A3,2.0
2922.0,147.0,18.0,228.0,76.0,2167.0,242.0,235.0,115.0,1455.0,T13,A3,2.0
2727.0,334.0,12.0,127.0,7.0,1154.0,193.0,224.0,170.0,1781.0,T12,A1,1.0
2979.0,232.0,10.0,350.0,34.0,1806.0,203.0,250.0,183.0,2418.0,,A3,2.0
3179.0,27.0,6.0,371.0,51.0,4587.0,217.0,226.0,145.0,2356.0,T29,A1,2.0
2870.0,296.0,14.0,67.0,20.0,3865.0,180.0,235.0,195.0,5991.0,T29,A1,2.0
3063.0,326.0,7.0,67.0,,,202.0,232.0,169.0,601.0,T23,A1,1.0
3195.0,347.0,20.0,,35.0,1464.0,179.0,205.0,161.0,2287.0,T24,A3,1.0
2990.0,123.0,11.0,85.0,12.0,360.0,239.0,232.0,122.0,912.0,T22,A1,1.0
3221.0,90.0,8.0,67.0,7.0,2385.0,232.0,228.0,129.0,2918.0,T29,A1,1.0
2758.0,101.0,17.0,42.0,9.0,3837.0,246.0,214.0,90.0,1107.0,,A1,1.0
2742.0,315.0,14.0,150.0,75.0,2792.0,183.0,228.0,185.0,6548.0,T29,A1,1.0
2974.0,153.0,2.0,90.0,1.0,2561.0,222.0,239.0,153.0,1842.0,T29,A1,1.0
3034.0,148.0,4.0,,59.0,2814.0,226.0,239.0,148.0,6721.0,T29,A1,1.0
3279.0,140.0,8.0,309.0,24.0,1031.0,233.0,238.0,136.0,1879.0,T23,A1,1.0
3139.0,353.0,20.0,300.0,44.0,5573.0,181.0,200.0,154.0,1250.0,T29,A1,1.0
3165.0,140.0,8.0,30.0,-2.0,2047.0,233.0,238.0,137.0,1809.0,T23,A3,1.0
3208.0,114.0,20.0,641.0,1.0,1423.0,250.0,216.0,85.0,2642.0,T33,A3,2.0
2905.0,51.0,3.0,324.0,35.0,2241.0,221.0,232.0,147.0,2564.0,,A1,2.0
3258.0,271.0,24.0,234.0,45.0,4236.0,151.0,240.0,224.0,1574.0,T39,A3,1.0
3244.0,35.0,8.0,443.0,39.0,3108.0,219.0,223.0,139.0,3840.0,T23,A1,1.0
3187.0,282.0,15.0,335.0,77.0,3371.0,176.0,240.0,202.0,1731.0,T31,A3,2.0
2954.0,220.0,12.0,272.0,128.0,2415.0,206.0,251.0,180.0,1989.0,T13,A3,2.0
3027.0,76.0,12.0,42.0,9.0,4392.0,235.0,217.0,111.0,2692.0,T29,A1,1.0
3041.0,79.0,4.0,67.0,0.0,6599.0,224.0,233.0,144.0,2960.0,T29,A1,2.0
3212.0,135.0,2.0,698.0,28.0,1071.0,222.0,238.0,152.0,2100.0,T32,A3,2.0
3281.0,156.0,3.0,541.0,190.0,3745.0,223.0,239.0,152.0,379.0,T34,A3,2.0
3154.0,356.0,4.0,,-40.0,726.0,214.0,233.0,157.0,1487.0,T22,A2,2.0
2844.0,284.0,26.0,90.0,,5171.0,140.0,230.0,225.0,4630.0,T24,A1,2.0
3224.0,297.0,4.0,180.0,-5.0,4669.0,208.0,238.0,169.0,671.0,T38,A1,1.0
2689.0,138.0,25.0,,59.0,1577.0,248.0,221.0,85.0,2523.0,T30,A1,2.0
3157.0,78.0,16.0,30.0,-10.0,1433.0,239.0,210.0,97.0,2672.0,T29,A1,1.0
3022.0,323.0,10.0,295.0,112.0,1928.0,194.0,230.0,175.0,2664.0,T32,A3,2.0
3257.0,153.0,3.0,752.0,66.0,3620.0,223.0,239.0,151.0,2610.0,T38,A1,1.0
2973.0,98.0,9.0,631.0,,4161.0,235.0,228.0,124.0,4689.0,T12,A1,2.0
2524.0,18.0,9.0,30.0,5.0,418.0,213.0,220.0,144.0,2080.0,T20,A1,2.0
2998.0,7.0,8.0,418.0,79.0,4977.0,210.0,224.0,151.0,5905.0,T12,A1,1.0
3047.0,315.0,1.0,67.0,0.0,2830.0,215.0,237.0,160.0,644.0,T23,A1,2.0
2761.0,135.0,2.0,108.0,0.0,2478.0,222.0,238.0,152.0,1680.0,T12,A1,2.0
3201.0,178.0,11.0,420.0,47.0,3144.0,225.0,247.0,152.0,1033.0,T32,A3,1.0
2955.0,129.0,9.0,390.0,128.0,4987.0,235.0,235.0,130.0,5064.0,,A1,2.0
3153.0,345.0,7.0,150.0,15.0,2176.0,206.0,229.0,161.0,2516.0,,A1,2.0
2996.0,10.0,7.0,170.0,20.0,3833.0,213.0,227.0,151.0,1739.0,T29,A1,2.0
3061.0,118.0,26.0,210.0,36.0,2455.0,253.0,206.0,63.0,1637.0,T27,A3,1.0
2980.0,237.0,23.0,124.0,15.0,,173.0,252.0,210.0,2689.0,T33,A3,1.0
3232.0,58.0,20.0,594.0,,3137.0,230.0,195.0,89.0,684.0,T33,A3,1.0
3252.0,123.0,18.0,30.0,-7.0,1224.0,248.0,223.0,96.0,1350.0,T23,A1,1.0
2893.0,105.0,5.0,180.0,13.0,,228.0,234.0,140.0,3803.0,T12,A1,2.0
3014.0,326.0,2.0,0.0,0.0,2971.0,215.0,237.0,160.0,658.0,T19,A1,1.0
2634.0,63.0,10.0,469.0,14.0,3063.0,229.0,221.0,124.0,2952.0,T11,A3,1.0
3230.0,163.0,17.0,330.0,43.0,2067.0,234.0,243.0,134.0,1765.0,T32,A3,1.0
3178.0,320.0,20.0,228.0,67.0,1224.0,164.0,217.0,191.0,2160.0,T29,A1,1.0
3325.0,295.0,23.0,175.0,52.0,2033.0,150.0,227.0,215.0,2467.0,T33,A3,1.0
3006.0,218.0,12.0,90.0,-3.0,1577.0,207.0,251.0,179.0,466.0,T31,A3,2.0
3066.0,10.0,21.0,212.0,62.0,1617.0,192.0,192.0,132.0,1579.0,T31,A3,2.0
3008.0,339.0,20.0,430.0,170.0,2809.0,174.0,207.0,170.0,553.0,T32,A3,2.0
3164.0,10.0,4.0,,-30.0,577.0,215.0,231.0,153.0,1507.0,T22,A2,2.0
3121.0,198.0,2.0,127.0,3.0,2431.0,218.0,240.0,158.0,1961.0,T32,A3,2.0
3035.0,108.0,3.0,1100.0,235.0,2890.0,225.0,236.0,146.0,1207.0,T34,A3,2.0
3180.0,259.0,7.0,242.0,,240.0,203.0,244.0,180.0,2579.0,T31,A3,2.0
3041.0,64.0,12.0,170.0,32.0,3019.0,231.0,215.0,114.0,595.0,T29,A1,1.0
2583.0,52.0,8.0,330.0,41.0,537.0,225.0,223.0,132.0,2892.0,T29,A1,2.0
3030.0,155.0,16.0,295.0,65.0,1333.0,237.0,240.0,128.0,633.0,T13,A3,2.0
2855.0,299.0,15.0,228.0,-28.0,,178.0,233.0,195.0,1470.0,T32,,2.0
3209.0,169.0,10.0,120.0,1.0,2282.0,228.0,244.0,148.0,1638.0,T27,A3,1.0
2827.0,108.0,21.0,30.0,14.0,4759.0,250.0,211.0,79.0,95.0,T23,A1,1.0
2756.0,18.0,6.0,120.0,1.0,1062.0,216.0,227.0,149.0,924.0,T31,A3,2.0
3114.0,3.0,17.0,626.0,16.0,1883.0,195.0,206.0,146.0,3316.0,T31,A3,1.0
2741.0,48.0,14.0,134.0,10.0,1110.0,224.0,209.0,116.0,872.0,T31,A3,2.0
2932.0,68.0,11.0,212.0,36.0,4537.0,232.0,218.0,118.0,,T30,A1,2.0
3139.0,289.0,14.0,30.0,11.0,2529.0,181.0,238.0,197.0,499.0,T23,A3,2.0
3018.0,52.0,11.0,524.0,18.0,,226.0,217.0,124.0,4703.0,T29,A1,1.0
3041.0,45.0,14.0,553.0,-8.0,4073.0,223.0,208.0,116.0,3396.0,T29,A1,1.0
3168.0,35.0,8.0,295.0,26.0,3112.0,219.0,223.0,139.0,4558.0,T29,A1,1.0
3154.0,201.0,3.0,0.0,0.0,1376.0,218.0,242.0,161.0,1878.0,T19,A2,1.0
2821.0,42.0,7.0,60.0,2.0,1875.0,221.0,225.0,139.0,2546.0,T26,A3,2.0
3020.0,135.0,12.0,272.0,0.0,1501.0,239.0,235.0,124.0,1024.0,,A3,1.0
3178.0,198.0,17.0,957.0,,4223.0,212.0,252.0,169.0,1505.0,T31,A3,2.0
2768.0,79.0,2.0,90.0,16.0,2081.0,222.0,234.0,148.0,3428.0,T12,A1,2.0
3037.0,25.0,11.0,339.0,12.0,1181.0,215.0,216.0,137.0,1800.0,T32,A3,1.0
3032.0,61.0,31.0,201.0,67.0,1129.0,228.0,162.0,44.0,1674.0,,A3,1.0
2565.0,46.0,18.0,400.0,122.0,1047.0,223.0,198.0,103.0,1154.0,T10,A3,2.0
2781.0,138.0,16.0,376.0,127.0,1681.0,243.0,233.0,113.0,990.0,T30,A1,2.0
2913.0,321.0,17.0,150.0,58.0,607.0,173.0,220.0,186.0,1782.0,T24,A3,2.0
2826.0,127.0,16.0,67.0,20.0,2497.0,245.0,228.0,106.0,1816.0,T30,A1,2.0
2756.0,338.0,13.0,95.0,2.0,2118.0,191.0,221.0,169.0,2860.0,T29,A1,2.0
2998.0,259.0,36.0,382.0,181.0,1655.0,115.0,234.0,242.0,560.0,T13,A3,2.0
3225.0,44.0,26.0,,22.0,4794.0,216.0,175.0,80.0,190.0,,A1,1.0
2864.0,45.0,14.0,,20.0,2845.0,223.0,208.0,116.0,3733.0,T29,A1,2.0
2558.0,143.0,14.0,153.0,22.0,787.0,239.0,236.0,124.0,421.0,T30,A1,2.0
2832.0,104.0,4.0,30.0,1.0,2868.0,226.0,234.0,143.0,2906.0,T23,A1,2.0
3140.0,108.0,10.0,283.0,7.0,693.0,237.0,229.0,122.0,2338.0,T23,A2,1.0
3008.0,224.0,17.0,,80.0,3073.0,195.0,254.0,191.0,1034.0,T32,A3,2.0
3082.0,150.0,8.0,30.0,1.0,4677.0,231.0,240.0,141.0,1266.0,T29,A1,1.0
2871.0,220.0,20.0,42.0,15.0,2531.0,193.0,254.0,192.0,2192.0,T22,A3,2.0
2754.0,28.0,9.0,182.0,-11.0,272.0,217.0,220.0,139.0,977.0,T30,A1,2.0
2521.0,39.0,9.0,120.0,9.0,390.0,221.0,219.0,133.0,534.0,T12,A1,2.0
3015.0,336.0,20.0,108.0,11.0,3526.0,170.0,207.0,174.0,5140.0,T29,A1,2.0
2756.0,76.0,9.0,85.0,6.0,1500.0,232.0,223.0,124.0,2044.0,T29,A1,2.0
2960.0,339.0,19.0,418.0,65.0,949.0,177.0,210.0,170.0,1731.0,T33,A3,2.0
2932.0,71.0,10.0,408.0,-9.0,,231.0,221.0,121.0,5918.0,T29,A1,2.0
