Country Name,Country Code,Year,population,co2emissions,fertility,life_expectancy,internet_usage,gdp,Region,IncomeGroup
"Hong Kong SAR, China",HKG,1996,6435500.0,,1.191,79.6268292682927,4.748838672,24818.1545523517,East Asia & Pacific,High income
Honduras,HND,1996,5976550.0,0.652550384419105,4.639,67.439,0.043711246,872.581838432956,Latin America & Caribbean,Lower middle income
Croatia,HRV,1996,4557097.0,3.34862303786819,1.67,72.3653658536585,0.858982368,5267.57146130332,Europe & Central Asia,High income
Haiti,HTI,1996,7770593.0,0.136411725591599,4.777,56.154,0.007484253,374.168937032866,Latin America & Caribbean,Lower middle income
Hungary,HUN,1996,10311238.0,5.66857248373086,1.46,70.3287804878049,0.969239536,4525.03910312241,Europe & Central Asia,High income
Indonesia,IDN,1996,201373791.0,1.17552536913803,2.77,65.355,0.056623989,1129.09270986001,East Asia & Pacific,Lower middle income
Isle of Man,IMN,1996,71981.0,,1.717,73.756,,14212.1651933048,Europe & Central Asia,High income
India,IND,1996,983281218.0,0.787231552713336,3.582,60.984,0.046333977,399.577503521552,South Asia,Lower middle income
Ireland,IRL,1996,3637510.0,9.57248227496282,1.88,75.8317073170732,2.199301832,20835.8977130847,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1996,61598378.0,4.54248973893436,2.566,68.07,0.01582608,1954.66075235684,Middle East & North Africa,Lower middle income
Iraq,IRQ,1996,21639332.0,4.56945713481359,5.285,66.391,,482.163618606282,Middle East & North Africa,Upper middle income
Iceland,ISL,1996,268916.0,8.4412976542861,2.12,78.7778048780488,14.80647932,27614.8770273122,Europe & Central Asia,High income
Israel,ISR,1996,5692000.0,8.56113843991567,2.9,78.1048780487805,2.1683676,20116.9818739492,Middle East & North Africa,High income
Italy,ITA,1996,56860281.0,7.2484692785813,1.2,78.5219512195122,1.023289903,23081.6046757702,Europe & Central Asia,High income
Jamaica,JAM,1996,2532894.0,3.56903999930514,2.674,71.488,0.591145842,2919.14448641739,Latin America & Caribbean,Upper middle income
Jordan,JOR,1996,4608676.0,3.00954113502446,4.512,71.064,0.044938549,1503.14396718127,Middle East & North Africa,Upper middle income
Japan,JPN,1996,125757000.0,9.42031059901238,1.425,80.200243902439,4.372981968,39150.0396308089,East Asia & Pacific,High income
Kazakhstan,KAZ,1996,15578227.0,9.8464350275548,2.13,63.6,0.031824512,1350.30567027224,Europe & Central Asia,Upper middle income
Kenya,KEN,1996,27615736.0,0.252392331676404,5.306,55.161,0.008839115,436.195451616424,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1996,4628400.0,1.24665111053496,2.8,66.5439024390244,,394.860121460514,Europe & Central Asia,Lower middle income
Cambodia,KHM,1996,11182612.0,0.136819555216617,4.594,56.346,,313.584672308454,East Asia & Pacific,Lower middle income
Kiribati,KIR,1996,82832.0,0.362178868070311,4.39,63.291,,803.015462502972,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1996,43097.0,3.48052068589461,,,1.945569823,7748.67031218981,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1996,45524681.0,9.0058840829659,1.574,74.1512195121951,1.624237192,13403.049586225,East Asia & Pacific,High income
Kuwait,KWT,1996,1703318.0,20.9179965220822,3.059,75.618,0.855662317,18489.3953878723,Middle East & North Africa,High income
Lao PDR,LAO,1996,5043914.0,0.154641811894493,5.148,56.891,,371.471748000928,East Asia & Pacific,Lower middle income
Lebanon,LBN,1996,4034243.0,3.5000370577578,2.736,72.293,0.140166939,3393.50339909363,Middle East & North Africa,Lower middle income
Liberia,LBR,1996,2203966.0,0.199640103340977,6.129,44.419,,,Sub-Saharan Africa,Low income
Libya,LBY,1996,4820066.0,9.42518214480881,3.439,71.284,,5785.11069861188,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1996,153969.0,2.2082367229767,2.772,70.904,0.670465974,5123.68651409627,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,1996,31337.0,6.7013434598079,,76.8365853658537,,79906.6040918781,Europe & Central Asia,High income
Sri Lanka,LKA,1996,18367290.0,0.455156966542152,2.238,72.261,0.054464499,756.656990511326,South Asia,Lower middle income
Lesotho,LSO,1996,1955098.0,0.189248825378574,4.071,55.232,0.00284594,483.926266551406,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,1996,3601613.0,3.95100750691426,1.49,70.1080487804878,0.277421291,2327.43485695499,Europe & Central Asia,High income
Luxembourg,LUX,1996,414225.0,21.0996439133321,1.77,76.519512195122,5.551653306,50444.3591236175,Europe & Central Asia,High income
Latvia,LVA,1996,2457222.0,3.66674236190299,1.16,68.7765853658537,0.812717072,2431.70899961616,Europe & Central Asia,High income
"Macao SAR, China",MAC,1996,404297.0,,1.254,79.971,0.727273598,17751.5364951796,East Asia & Pacific,High income
St. Martin (French part),MAF,1996,29407.0,,2.736,75.98,,,Latin America & Caribbean,High income
Morocco,MAR,1996,26999093.0,1.05485024996951,3.219,65.238,0.005675444,1585.71838378906,Middle East & North Africa,Lower middle income
Monaco,MCO,1996,31719.0,,,,,98920.9398608916,Europe & Central Asia,High income
Moldova,MDA,1996,2947293.0,3.52866172450449,1.725,64.241,0.004643901,575.145455139019,Europe & Central Asia,Upper middle income
Madagascar,MDG,1996,14317454.0,0.0914967144298141,5.888,55.522,0.003695196,344.464961373624,Sub-Saharan Africa,Low income
Maldives,MDV,1996,263841.0,1.06124521965881,3.931,68.702,0.22693009,1707.02175913683,South Asia,Upper middle income
Mexico,MEX,1996,91586555.0,3.52344293329954,2.956,72.037,0.20040628,4487.29177890965,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1996,51538.0,1.74628429508324,,,0.037059432,2150.9953820482,East Asia & Pacific,Upper middle income
North Macedonia,MKD,1996,1994226.0,5.04456365527277,2.061,72.4951219512195,0.075995734,2327.72933141585,Europe & Central Asia,Upper middle income
Mali,MLI,1996,10131906.0,0.0,6.95,47.792,0.002055228,274.422408550854,Sub-Saharan Africa,Low income
Malta,MLT,1996,379905.0,6.10678985535858,1.99,77.3414634146342,1.051527475,9438.55732745403,Middle East & North Africa,High income
Myanmar,MMR,1996,43423369.0,0.168342534638434,3.043,58.941,,132.638827315956,East Asia & Pacific,Lower middle income
Montenegro,MNE,1996,611003.0,2.53681242154294,1.944,73.4630243902439,,,Europe & Central Asia,Upper middle income
Mongolia,MNG,1996,2357033.0,3.68683849568504,2.618,60.305,0.018160749,570.937900470138,East Asia & Pacific,Lower middle income
Northern Mariana Islands,MNP,1996,53367.0,,,,,,East Asia & Pacific,High income
Mozambique,MOZ,1996,16079553.0,0.072141308903301,5.85,46.636,0.003042979,239.857404255013,Sub-Saharan Africa,Low income
Mauritania,MRT,1996,2428816.0,0.506419588803763,5.713,60.063,,877.827666613683,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1996,1133996.0,1.41975809438481,2.12,70.3229268292683,0.183769158,3899.43519244996,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1996,10310528.0,0.0717713001700786,6.314,43.441,,221.233493703225,Sub-Saharan Africa,Low income
Malaysia,MYS,1996,20689051.0,4.76773922593163,3.281,72.327,0.852044466,4874.81972520082,East Asia & Pacific,Upper middle income
Namibia,NAM,1996,1650066.0,1.16358982004356,4.212,56.918,0.009032145,2417.60551509769,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,1996,197564.0,,2.65,71.9975609756098,0.252983946,18257.2164334797,East Asia & Pacific,High income
Niger,NER,1996,10149937.0,0.060098895195113,7.762,46.676,0.001039305,237.014976657289,Sub-Saharan Africa,Low income
Nigeria,NGA,1996,110956183.0,0.903329560282368,6.217,45.567,0.00883298,460.324190248145,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1996,4812391.0,0.585987298205819,3.62,66.052,0.084093291,895.262230933856,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1996,15530498.0,11.1792937998511,1.53,77.4356097560976,9.649069145,29006.8094454171,Europe & Central Asia,High income
Norway,NOR,1996,4381336.0,7.8971345726509,1.89,78.1504878048781,18.25031077,37321.9741993473,Europe & Central Asia,High income
Nepal,NPL,1996,22783969.0,0.0860253979453711,4.595,59.981,0.004510473,198.454465131663,South Asia,Lower middle income
Nauru,NRU,1996,10345.0,9.6665055582407,,,,,East Asia & Pacific,High income
New Zealand,NZL,1996,3732000.0,6.80868167202572,1.96,76.7878048780488,8.041899368,18794.436039393,East Asia & Pacific,High income
Oman,OMN,1996,2209958.0,8.76939742746242,4.895,72.191,,6913.14646205887,Middle East & North Africa,High income
Pakistan,PAK,1996,137234810.0,0.625351541638743,5.771,60.398,0.00299173,461.399864998701,South Asia,Lower middle income
Panama,PAN,1996,2771606.0,1.59113524793928,2.83,72.675,0.219998526,3561.29045759029,Latin America & Caribbean,High income
Peru,PER,1996,24907304.0,1.12657716788618,3.203,68.147,0.24623258,2218.32174731966,Latin America & Caribbean,Upper middle income
Philippines,PHL,1996,70944969.0,0.947494952038107,3.967,68.614,0.055946029,1334.10565630149,East Asia & Pacific,Lower middle income
Palau,PLW,1996,17732.0,11.2790435371081,,,,,East Asia & Pacific,Upper middle income
Papua New Guinea,PNG,1996,4785895.0,0.465952554328919,4.728,61.105,0.002067023,1077.18850442602,East Asia & Pacific,Lower middle income
Poland,POL,1996,38624370.0,9.1993733490022,1.59,72.2463414634146,1.295200255,4147.46550145483,Europe & Central Asia,High income
Puerto Rico,PRI,1996,3724655.0,,1.94,74.585,0.268160428,12173.163688986,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,1996,22614347.0,3.27270117505493,2.107,60.956,,,East Asia & Pacific,Low income
Portugal,PRT,1996,10063945.0,4.84303123675656,1.44,75.2609756097561,2.98087767,12185.0914010629,Europe & Central Asia,High income
Paraguay,PRY,1996,4711655.0,0.789531491588412,4.014,69.202,0.020359612,2077.4848286906,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,1996,2587997.0,,5.997,70.055,,1317.46675131385,Middle East & North Africa,Lower middle income
French Polynesia,PYF,1996,235189.0,,2.718,76.833,0.090971944,17713.7244628935,East Asia & Pacific,High income
Qatar,QAT,1996,529265.0,39.5643014368983,3.5,74.685,0.930185833,17116.832559522,Middle East & North Africa,High income
Romania,ROU,1996,22619004.0,5.4914000634157,1.3,69.1048780487805,0.221622649,1633.01064354117,Europe & Central Asia,High income
Russian Federation,RUS,1996,148160129.0,10.8070910224437,1.27,65.8541463414634,0.26975293,2643.92919921875,Europe & Central Asia,Upper middle income
Rwanda,RWA,1996,6715510.0,0.0714763286779411,6.251,40.698,0.000883372,205.842129549077,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1996,19410280.0,11.2131303618495,4.769,71.273,0.026732651,8174.14270917232,Middle East & North Africa,High income
Sudan,SDN,1996,23862258.0,0.180619956418207,5.707,52.276,,307.819793701172,Sub-Saharan Africa,Low income
Senegal,SEN,1996,8843423.0,0.331319671127345,5.723,56.672,0.011238219,741.7617081824,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1996,3670704.0,10.4938998077753,1.66,76.5951219512195,8.34995903,26233.6288964795,East Asia & Pacific,High income
Solomon Islands,SLB,1996,386069.0,0.543944217225418,5.118,66.59,0.268683585,1322.51078752103,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1996,4347370.0,0.0713074801546682,6.552,43.68,0.002506116,216.62341891992,Sub-Saharan Africa,Low income
El Salvador,SLV,1996,5797140.0,0.757269964154738,3.482,67.076,0.086389581,1653.63054885685,Latin America & Caribbean,Lower middle income
San Marino,SMR,1996,25235.0,,,,1.428075186,,Europe & Central Asia,High income
Somalia,SOM,1996,7472450.0,0.0762802026109241,7.621,50.447,0.00150955,,Sub-Saharan Africa,Low income
Serbia,SRB,1996,7617794.0,6.78017809355307,,,,2864.0847269944,Europe & Central Asia,Upper middle income
South Sudan,SSD,1996,5434894.0,0.0680786046609189,7.985,31.297,,,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,1996,135412.0,0.369243493929637,5.414,61.097,,,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1996,443834.0,4.75402965973765,3.03,65.668,0.226306297,1940.84155635146,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1996,5373361.0,7.84797448003214,1.47,72.6536585365854,0.783290109,5196.94037965932,Europe & Central Asia,High income
Slovenia,SVN,1996,1988628.0,7.68871805083706,1.28,74.4585365853658,5.072272271,10815.1110457688,Europe & Central Asia,High income
Sweden,SWE,1996,8840998.0,7.19941345988315,1.6,78.9590243902439,9.04359976,32998.9681608432,Europe & Central Asia,High income
Eswatini,SWZ,1996,973587.0,0.472479603774496,4.347,53.873,0.050399009,1646.24229830665,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,1996,31410.0,,,,,,Latin America & Caribbean,High income
Seychelles,SYC,1996,76417.0,3.14066241804834,,71.5609756097561,0.651474286,6583.20101813288,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1996,14708879.0,2.85677786866015,4.428,70.347,,4184.29444035864,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,1996,15806.0,,2.896,71.287,,,Latin America & Caribbean,High income
Chad,TCD,1996,7200291.0,0.0624974740604234,7.292,47.013,,223.233401267502,Sub-Saharan Africa,Low income
Togo,TGO,1996,4445883.0,0.305900987497872,5.543,54.098,0.010929139,329.619175840057,Sub-Saharan Africa,Low income
Thailand,THA,1996,60211096.0,2.90162464406893,1.893,71.653,0.115472136,3039.89010013038,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1996,6035600.0,0.371131287693021,4.441,59.129,,172.916499160817,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,1996,4301093.0,7.11679566100989,3.336,63.596,,553.059414303541,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,1996,831269.0,,5.941,48.816,,,East Asia & Pacific,Lower middle income
Tonga,TON,1996,100195.0,0.798443036079645,4.433,68.323,0.163793456,2216.68323115408,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1996,1313434.0,6.99692561636139,1.874,69.009,0.393080525,4385.09870025141,Latin America & Caribbean,High income
Tunisia,TUN,1996,9430550.0,1.83658429253861,2.505,72.38,0.027615372,2077.00746892923,Middle East & North Africa,Lower middle income
Turkiye,TUR,1996,60293786.0,3.07394861553395,2.793,70.141,0.192724936,3009.85503352792,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1996,9611.0,1.0404744563521,4.019,63.21,,1283.40924275305,East Asia & Pacific,Upper middle income
Tanzania,TZA,1996,31140733.0,0.0985847057614219,5.848,50.744,0.001622155,214.641754150391,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1996,21249572.0,0.0494127599370001,6.894,46.67,0.004625948,284.456803503525,Sub-Saharan Africa,Low income
Ukraine,UKR,1996,51057800.0,6.7787879618785,1.335,67.0224390243903,0.098580381,872.69873046875,Europe & Central Asia,Lower middle income
Uruguay,URY,1996,3226633.0,1.6890672103087,2.364,74.088,1.847472089,6358.18918334165,Latin America & Caribbean,High income
United States,USA,1996,269394000.0,19.5753802980022,1.976,76.0268292682927,16.41935296,29967.7127181749,North America,High income
Uzbekistan,UZB,1996,23225000.0,4.28848223896663,3.32,64.712,0.004285074,600.598157828584,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1996,114290.0,1.31245078309563,2.569,71.266,0.483248317,2900.41901206483,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1996,22572110.0,5.39781172429162,3.022,72.111,0.24826058,3125.23778765472,Latin America & Caribbean,
British Virgin Islands,VGB,1996,18120.0,,1.802,74.622,,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,1996,108095.0,,2.559,72.3873170731707,4.647185664,,Latin America & Caribbean,High income
Vietnam,VNM,1996,74946448.0,0.467400403018433,2.444,71.51,0.000134813,329.001189952993,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1996,174714.0,0.515127579930629,4.688,68.63,0.056845636,1495.98798314167,East Asia & Pacific,Lower middle income
Samoa,WSM,1996,176713.0,0.735656120375977,4.739,69.588,,1414.20818309332,East Asia & Pacific,Lower middle income
Kosovo,XKX,1996,2059000.0,,2.599,72.76,,,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,1996,16614326.0,0.650041416064666,7.02,60.568,0.000621081,348.234728924103,Middle East & North Africa,Low income
South Africa,ZAF,1996,44661603.0,6.13748682509224,2.991,61.459,0.841882931,3654.96925406685,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1996,8902019.0,0.197707958160952,6.183,45.233,0.009069176,404.090461051607,Sub-Saharan Africa,Low income
Zimbabwe,ZWE,1996,11178171.0,1.32937669319963,4.109,48.955,0.016790484,765.165124061888,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1997,81858.0,,2.144,73.452,,18713.4253880988,Latin America & Caribbean,High income
Afghanistan,AFG,1997,17788819.0,0.0618365952231005,7.667,53.634,,,South Asia,Low income
Angola,AGO,1997,14871146.0,1.08666810210861,6.789,46.306,0.005673746,514.309886597359,Sub-Saharan Africa,Lower middle income
Albania,ALB,1997,3148281.0,0.466921472384454,2.497,73.904,0.048593919,717.380047745673,Europe & Central Asia,Upper middle income
Andorra,AND,1997,64682.0,7.26631829566185,,,3.050175385,18252.3309843121,Europe & Central Asia,High income
United Arab Emirates,ARE,1997,2746119.0,29.6563987212499,3.062,72.937,3.295592694,28709.2469206781,Middle East & North Africa,High income
Argentina,ARG,1997,35815971.0,3.52133409980704,2.706,73.09,0.280339882,8176.77119517435,Latin America & Caribbean,Upper middle income
Armenia,ARM,1997,3271418.0,1.02096399787493,1.892,69.91,0.111650935,501.156515236364,Europe & Central Asia,Upper middle income
American Samoa,ASM,1997,55578.0,,,,,,East Asia & Pacific,Upper middle income
Antigua and Barbuda,ATG,1997,71218.0,4.07200426858379,2.19,73.96,3.480536838,9556.83280236062,Latin America & Caribbean,High income
Australia,AUS,1997,18423037.0,16.7100570877646,1.778,78.4804878048781,16.36935838,23645.0883283773,East Asia & Pacific,High income
Austria,AUT,1997,7968041.0,8.05969748398634,1.39,77.319512195122,9.533974317,26705.4785993891,Europe & Central Asia,High income
Azerbaijan,AZE,1997,7838250.0,3.37958090134915,2.07,62.973,0.025187933,505.500349333104,Europe & Central Asia,Upper middle income
Burundi,BDI,1997,5923862.0,0.0354498467384959,7.04,45.387,0.007979439,164.233445666936,Sub-Saharan Africa,Low income
Belgium,BEL,1997,10181245.0,11.4553770192152,1.6,77.3707317073171,4.93808091,24820.9380503896,Europe & Central Asia,High income
Benin,BEN,1997,6387026.0,0.194143565409003,6.204,55.978,0.024648796,355.142054792212,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1997,10897353.0,0.0633181287235533,6.724,49.4,0.018686353,224.611333094497,Sub-Saharan Africa,Low income
Bangladesh,BGD,1997,122039226.0,0.15544182490964,3.491,61.427,0.000751046,395.318052357112,South Asia,Lower middle income
Bulgaria,BGR,1997,8312068.0,6.37506815391789,1.09,70.3512195121951,1.219813132,1361.3923860059,Europe & Central Asia,Upper middle income
Bahrain,BHR,1997,652643.0,22.0947746317665,2.936,74.535,1.646299202,9728.44632305414,Middle East & North Africa,High income
"Bahamas, The",BHS,1997,310171.0,6.02893242759639,2.399,71.054,1.362953903,20415.7061749809,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1997,4047748.0,2.09746258907422,1.677,73.686,0.059425563,907.125765793352,Europe & Central Asia,Upper middle income
Belarus,BLR,1997,10117433.0,5.84832140721861,1.25,68.4609756097561,0.049020891,1396.44201900881,Europe & Central Asia,Upper middle income
Belize,BLZ,1997,217117.0,2.11867334202296,3.854,69.212,1.288582302,3997.84448016507,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1997,60497.0,,,,24.18925674,48478.8832504091,North America,High income
Bolivia,BOL,1997,8137619.0,1.12072093815157,4.219,60.752,0.447839036,973.954846920913,Latin America & Caribbean,Lower middle income
Brazil,BRA,1997,168546707.0,1.66915156639637,2.465,68.813,0.786079155,5240.12879590406,Latin America & Caribbean,Upper middle income
Barbados,BRB,1997,263224.0,4.40689298848129,1.74,73.547,0.783428912,9491.47543410699,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1997,313215.0,16.6977954440241,2.578,73.364,4.831057905,16593.4995901791,East Asia & Pacific,High income
Bhutan,BTN,1997,546865.0,0.347434924524334,4.088,60.852,,644.146092555815,South Asia,Lower middle income
Botswana,BWA,1997,1619354.0,1.89581771496535,3.458,53.448,0.30774685,3100.13421861595,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1997,3458472.0,0.0491546555820027,5.96,46.319,0.014270881,271.143287564472,Sub-Saharan Africa,Low income
Canada,CAN,1997,29905948.0,15.9439854573411,1.57,78.4317073170732,15.07235736,21901.5628548392,North America,High income
Switzerland,CHE,1997,7088906.0,6.03054970682359,1.48,79.079512195122,15.1,41584.441782159,Europe & Central Asia,High income
Channel Islands,CHI,1997,143549.0,,1.535,78.211,,,Europe & Central Asia,High income
Chile,CHL,1997,14809289.0,3.46336680984482,2.177,75.596,1.057092496,5788.85994826956,Latin America & Caribbean,High income
China,CHN,1997,1230075000.0,2.54790155071845,1.527,70.672,0.032394861,781.744164341053,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1997,15335453.0,0.324085633466452,5.951,51.449,0.018828361,1176.85191117264,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1997,13941181.0,0.34860748167605,5.723,52.737,0.006768744,773.92710955017,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1997,44822198.0,0.0506445489353289,6.729,50.402,0.000211213,135.888930484575,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1997,2875037.0,1.13737666680464,4.962,47.19,0.003469104,807.891898881494,Sub-Saharan Africa,Lower middle income
Colombia,COL,1997,37291946.0,1.72128319610889,2.742,70.492,0.550521023,2860.12181480835,Latin America & Caribbean,Upper middle income
Comoros,COM,1997,505033.0,0.158405490334295,5.593,58.39,,721.62727921218,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1997,430654.0,0.34830745795929,4.074,66.378,0.24096792,1139.21769663111,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,1997,3739421.0,1.20072064632466,2.64,77.07,1.640221288,3373.41058474058,Latin America & Caribbean,Upper middle income
Cuba,CUB,1997,10998129.0,2.49587907179485,1.563,75.222,0.068220214,2306.38394039568,Latin America & Caribbean,Upper middle income
Curacao,CUW,1997,146956.0,,,,,,Latin America & Caribbean,High income
Cayman Islands,CYM,1997,35579.0,,,,,,Latin America & Caribbean,High income
Cyprus,CYP,1997,897471.0,7.01972542845396,1.858,75.841,4.378272095,14234.244140625,Europe & Central Asia,High income
Czechia,CZE,1997,10304131.0,12.1106767761396,1.17,73.8248780487805,2.915698695,6034.48843731935,Europe & Central Asia,High income
Germany,DEU,1997,82034771.0,10.6375624550716,1.35,77.0731707317073,6.711087477,26964.0494672673,Europe & Central Asia,High income
Djibouti,DJI,1997,667786.0,0.494170288086303,4.957,55.967,0.082941498,752.749446680863,Middle East & North Africa,Lower middle income
Dominica,DMA,1997,69081.0,1.44757603393118,1.9,75.9512195121951,,4385.99454102993,Latin America & Caribbean,Upper middle income
Denmark,DNK,1997,5284991.0,12.0435399038522,1.75,75.9451219512195,11.38200494,32835.9399398833,Europe & Central Asia,High income
Dominican Republic,DOM,1997,8150076.0,1.77912451368552,2.953,69.166,0.142687565,2456.10961846663,Latin America & Caribbean,Upper middle income
Algeria,DZA,1997,29476031.0,2.52510251464995,2.897,69.171,0.010268463,1634.46740988129,Middle East & North Africa,Lower middle income
Ecuador,ECU,1997,11987838.0,2.08127603993314,3.288,71.681,0.110217959,2349.21868534704,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1997,66993728.0,1.58313327480447,3.654,67.197,0.090480245,1170.8047978923,Middle East & North Africa,Lower middle income
Eritrea,ERI,1997,2291561.0,0.36219851882625,5.743,56.312,0.009017718,299.573125105612,Sub-Saharan Africa,Low income
Spain,ESP,1997,40057389.0,6.20609595897526,1.15,78.6041463414634,2.803319625,14730.7971752046,Europe & Central Asia,High income
Estonia,EST,1997,1399535.0,11.9825513474118,1.32,69.809756097561,5.706276548,3682.95230146695,Europe & Central Asia,High income
Ethiopia,ETH,1997,61233480.0,0.0499726620143098,6.85,49.514,0.00496672,140.269855485857,Sub-Saharan Africa,Low income
Finland,FIN,1997,5139835.0,11.7941529251425,1.75,76.8785365853659,19.4586828,24691.8728133698,Europe & Central Asia,High income
Fiji,FJI,1997,804572.0,0.932172633400118,3.2,66.448,0.223454842,2597.88426824428,East Asia & Pacific,Upper middle income
France,FRA,1997,59969944.0,5.98749933800172,1.77,78.3048780487805,4.255003872,24226.8846867539,Europe & Central Asia,High income
Faroe Islands,FRO,1997,44495.0,,2.5,77.8219512195122,4.601297566,,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1997,111133.0,1.07978728190546,4.55,69.229,0.570676845,1859.27042372653,East Asia & Pacific,Lower middle income
Gabon,GAB,1997,1179806.0,4.71263919661368,4.657,60.662,0.047999009,4514.99387102275,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1997,58316954.0,8.98863819259147,1.72,77.2109756097561,7.385398957,26781.362168176,Europe & Central Asia,High income
Georgia,GEO,1997,4349913.0,1.26899089705932,1.742,69.059,0.060930333,807.032285752352,Europe & Central Asia,Upper middle income
Ghana,GHA,1997,18268040.0,0.235383763118539,4.865,57.199,0.027537542,377.233058048373,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,1997,27564.0,,2.335,80.343,2.662907268,,Europe & Central Asia,High income
Guinea,GIN,1997,7842806.0,0.164481946895027,6.162,51.356,0.003803109,482.442184805233,Sub-Saharan Africa,Low income
"Gambia, The",GMB,1997,1317002.0,0.17463906660734,5.922,56.06,0.051311347,610.197055535572,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1997,1162443.0,0.172051446823629,6.008,47.997,0.016389063,231.022938947714,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1997,605570.0,2.72470564922305,5.941,52.061,0.041462292,730.448749895763,Sub-Saharan Africa,Upper middle income
Greece,GRC,1997,10661259.0,7.85648299136153,1.27,78.1365853658537,1.849634688,13427.8325055002,Europe & Central Asia,High income
Grenada,GRD,1997,105549.0,1.89485452254403,2.989,72.568,0.990883868,3715.72059036649,Latin America & Caribbean,Upper middle income
Greenland,GRL,1997,56000.0,,2.69,65.7980487804878,7.954504682,19145.4960362523,Europe & Central Asia,High income
Guatemala,GTM,1997,10788362.0,0.607135726442995,4.906,65.536,0.095476021,1649.00160206099,Latin America & Caribbean,Upper middle income
Guam,GUM,1997,154330.0,,3.035,73.349,2.344571647,,East Asia & Pacific,High income
Guyana,GUY,1997,755211.0,2.27750919941579,3.061,63.356,0.131828033,991.95855140423,Latin America & Caribbean,Upper middle income
"Hong Kong SAR, China",HKG,1997,6489300.0,,1.127,80.1268292682927,10.51875705,27330.0333502807,East Asia & Pacific,High income
Honduras,HND,1997,6144112.0,0.657540096925316,4.527,67.777,0.170996468,933.755707934705,Latin America & Caribbean,Lower middle income
Croatia,HRV,1997,4534920.0,3.76412373316398,1.69,72.4951219512195,1.729609312,5298.80375771981,Europe & Central Asia,High income
Haiti,HTI,1997,7915172.0,0.160451345845675,4.669,56.516,,421.840337773763,Latin America & Caribbean,Lower middle income
Hungary,HUN,1997,10290486.0,5.53812521585472,1.37,70.7024390243902,1.942449872,4596.18262235195,Europe & Central Asia,High income
Indonesia,IDN,1997,204628007.0,1.27626713385329,2.738,65.733,0.194910264,1054.34735827552,East Asia & Pacific,Lower middle income
Isle of Man,IMN,1997,72793.0,,1.812,73.691,,16223.6501505447,Europe & Central Asia,High income
