Salnty,O2ml_L,Depthm,Bottom_D,Wind_Spd,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
33.566,5.8,33,3860.0,24.0,13.5,11.0,Partly Cloudy,Stratocumulus,5/10,10km to 20km
32.66,5.96,50,4259.0,20.0,14.0,10.9,,,,
33.6165,5.813,1,17.0,10.0,22.0,18.9,Clear,,Zero,20km to 50km
33.673,3.38,101,178.0,17.0,15.1,13.0,,,,
33.726,3.46,75,626.0,4.0,10.3,8.0,,,,
34.137,0.96,414,4394.0,10.0,14.5,13.0,,,,
33.4401,4.341,85,1430.0,25.0,12.8,10.9,,,,
33.925,3.04,150,3764.0,17.0,17.1,15.1,Continuous blowing snow,Stratus,10/10,1km to 2km
33.2468,5.169,101,3825.0,10.0,16.6,15.2,Continuous blowing snow,Stratus,10/10,10km to 20km
33.492,5.98,16,631.0,16.0,13.2,10.0,Partly Cloudy,Stratocumulus,1/10 or less but not zero,20km to 50km
34.297,0.33,500,1670.0,16.0,16.8,16.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
34.134,0.89,377,4265.0,3.0,15.5,14.5,,,,
33.341,6.31,5,23.0,9.0,19.8,17.5,Clear,,Zero,20km to 50km
33.974,2.58,199,756.0,6.0,14.0,10.0,Clear,,Zero,10km to 20km
33.532,4.46,57,1360.0,19.0,13.0,12.5,,,,
33.322,4.27,70,611.0,11.0,15.0,13.7,,,,
33.811,3.23,100,1334.0,15.0,14.7,13.2,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.4,5.64,5,58.0,1.0,18.7,18.1,,,,
33.838,2.96,125,3628.0,6.0,16.5,15.1,,,,
33.6448,5.254,30,980.0,13.0,15.1,14.0,,,,
34.3013,0.323,500,888.0,10.0,18.2,13.6,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
34.1847,0.484,515,4582.0,11.0,17.9,16.2,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
33.805,3.18,100,1175.0,10.0,15.2,11.9,,,,
33.65,5.73,0,1691.0,12.0,17.0,15.5,,,,
33.337,4.795,71,120.0,8.0,18.9,16.0,Partly Cloudy,Altostratus,1/10 or less but not zero,10km to 20km
34.0894,1.007,440,4610.0,22.0,15.0,13.0,,,,
33.598,5.73,20,1603.0,4.0,17.0,15.0,,,,
33.5272,4.376,85,3824.0,12.0,18.5,16.8,,,,
34.085,1.43,377,4174.0,8.0,15.8,15.0,,,,
33.7735,2.983,120,897.0,1.0,17.6,16.8,Partly Cloudy,Cirrus,1/10 or less but not zero,10km to 20km
33.6499,5.414,2,4233.0,10.0,19.0,15.2,,,,
33.418,5.18,30,809.0,7.0,16.6,16.0,Drizzle,Stratocumulus,10/10,10km to 20km
33.432,5.67,100,4014.0,10.0,20.1,18.5,Partly Cloudy,Altostratus,9/10 or more but not 10/10,20km to 50km
33.92,2.95,200,4252.0,10.0,12.0,11.0,Rain,Cumulus,6/10,4km to 10km
33.546,5.59,45,4089.0,8.0,20.6,18.8,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.943,3.73,272,4106.0,16.0,18.2,15.9,Partly Cloudy,Stratocumulus,1/10 or less but not zero,10km to 20km
33.974,2.47,125,1465.0,9.0,18.0,16.5,,,,
33.606,3.85,147,3932.0,15.0,18.8,16.8,,,,
34.176,0.89,300,3806.0,12.0,16.0,14.0,,,,
33.589,3.78,69,1551.0,16.0,18.1,17.2,,,,
33.1473,5.735,30,3896.0,8.0,16.0,14.5,Partly Cloudy,Stratus,2/10 to 3/10,10km to 20km
33.661,4.1,95,644.0,8.0,16.7,14.0,,,,
33.247,5.55,16,23.0,1.0,17.0,12.9,,,,
33.083,5.83,30,4184.0,25.0,15.1,13.0,,,,
33.239,7.32,5,75.0,5.0,22.5,21.1,Partly Cloudy,Cirrostratus,4/10,10km to 20km
33.3082,5.582,10,364.0,9.0,17.3,15.9,,,,
33.766,3.74,169,4009.0,20.0,14.5,12.8,,,,
33.584,5.67,104,4386.0,9.0,19.5,17.4,,,,
33.749,4.45,15,574.0,8.0,16.0,13.3,Partly Cloudy,Cirrocumulus,2/10 to 3/10,10km to 20km
33.211,4.98,148,,18.0,,,Partly Cloudy,Stratocumulus,4/10,10km to 20km
34.012,1.948,140,888.0,12.0,17.2,15.6,Continuous blowing snow,Stratus,10/10,10km to 20km
33.468,5.69,66,3771.0,4.0,17.2,15.5,Partly Cloudy,Cumulus,4/10,10km to 20km
33.3479,5.885,2,62.0,8.0,17.1,15.3,,,,
34.177,0.95,400,840.0,17.0,19.0,18.8,,,,
33.434,6.02,24,71.0,4.0,17.0,14.9,Clear,,Zero,4km to 10km
33.0978,5.977,42,3764.0,5.0,17.0,15.1,Partly Cloudy,Cirrostratus,5/10,20km to 50km
33.538,,9,1645.0,4.0,17.7,16.8,,,,
33.9862,2.817,250,4294.0,19.0,17.5,13.9,Partly Cloudy,Stratocumulus,6/10,20km to 50km
32.88,5.74,100,4022.0,15.0,14.5,12.0,,,,
33.4102,5.226,30,621.0,11.0,17.5,15.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.3217,5.867,50,3836.0,15.0,14.8,12.7,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
33.4386,5.464,10,604.0,6.0,18.5,17.0,,,,
33.4427,3.999,85,914.0,9.0,17.0,15.2,Partly Cloudy,Cumulus,1/10 or less but not zero,10km to 20km
34.061,2.6,150,843.0,5.0,21.2,19.8,,,,
33.473,6.15,20,58.0,10.0,21.0,17.5,Partly Cloudy,Stratocumulus,4/10,20km to 50km
33.564,4.2,70,3694.0,14.0,17.0,16.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.496,5.55,2,866.0,3.0,21.0,19.8,,,,
34.195,0.93,376,1552.0,8.0,19.2,16.9,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.43,4.63,60,624.0,4.0,21.7,19.1,Partly Cloudy,Altocumulus,5/10,10km to 20km
33.496,4.38,50,52.0,6.0,17.9,17.4,Fog,Stratus,10/10,4km to 10km
33.162,5.57,59,1376.0,12.0,16.0,15.0,,,,
34.138,1.72,250,1008.0,12.0,18.7,16.8,,,,
33.532,5.75,31,65.0,10.0,15.0,13.2,Continuous blowing snow,Stratus,10/10,4km to 10km
33.5516,3.451,40,583.0,7.0,16.8,16.0,Fog,Stratus,10/10,10km to 20km
33.49,,16,4084.0,18.0,18.0,16.0,,,,
34.122,1.5,300,4115.0,30.0,14.1,12.6,Clear,,Zero,4km to 10km
33.369,5.44,2,73.0,22.0,12.5,11.0,,,,
34.109,1.44,319,2582.0,17.0,13.3,12.8,,,,
33.58,5.3,0,1668.0,8.0,19.0,17.2,,,,
33.343,5.72,15,4015.0,14.0,15.6,15.0,Continuous blowing snow,Stratus,10/10,10km to 20km
34.002,2.62,170,3637.0,20.0,16.5,14.1,Partly Cloudy,Stratocumulus,6/10,20km to 50km
34.267,0.519,400,1587.0,20.0,16.2,13.1,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
33.346,4.13,85,851.0,4.0,14.9,11.2,,,,
33.9886,2.156,100,115.0,11.0,14.2,13.7,,,,
34.2755,0.297,514,3939.0,27.0,18.0,16.0,Continuous blowing snow,Altostratus,10/10,10km to 20km
32.891,5.59,10,4353.0,14.0,17.8,16.0,Partly Cloudy,Cumulus,9/10 or more but not 10/10,10km to 20km
33.5516,5.587,0,18.0,5.0,18.2,16.3,,,,
32.989,5.63,31,4348.0,4.0,18.6,17.0,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
33.471,3.76,19,55.0,4.0,,,Partly Cloudy,Altocumulus,4/10,10km to 20km
33.7083,3.422,100,1705.0,90.0,21.0,18.5,Clear,,Zero,50km or more
33.378,,11,4001.0,7.0,15.0,14.0,Clear,,Zero,10km to 20km
33.486,,10,4026.0,8.0,18.0,16.9,,,,
33.793,3.29,124,4237.0,20.0,17.3,15.6,,,,
33.395,5.64,16,872.0,17.0,17.1,14.7,,,,
34.154,0.73,377,4301.0,7.0,12.1,10.5,,,,
33.8874,4.344,20,62.0,6.0,12.5,11.3,Fog,,Zero,1km to 2km
33.349,5.87,10,19.0,8.0,16.8,15.1,,,,
33.288,4.43,100,3995.0,16.0,15.2,13.4,,,,
33.868,2.46,139,581.0,8.0,15.0,13.5,Clear,,Zero,10km to 20km
34.1791,1.024,320,4193.0,12.0,19.1,16.7,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
33.186,5.76,39,4024.0,6.0,17.4,16.0,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
33.313,6.07,1,15.0,1.0,21.0,17.1,Partly Cloudy,Cirrocumulus,2/10 to 3/10,20km to 50km
34.2822,0.555,400,1351.0,6.0,18.9,17.5,Clear,,Zero,10km to 20km
34.294,0.46,437,1429.0,13.0,19.0,17.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.3332,,9,18.0,4.0,18.5,16.2,Partly Cloudy,Stratus,9/10 or more but not 10/10,20km to 50km
33.634,3.59,50,626.0,9.0,18.8,18.3,Continuous blowing snow,Cirrus,10/10,4km to 10km
33.3095,5.332,41,3831.0,7.0,18.2,16.0,,,,
34.087,1.31,400,4007.0,8.0,15.7,14.7,,,,
34.202,0.5,500,4562.0,4.0,16.0,15.2,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
33.184,5.75,19,1630.0,14.0,13.2,13.0,,,,
34.1009,1.017,400,4321.0,7.0,15.8,14.6,,,,
33.317,5.3,27,69.0,3.0,21.1,19.6,Continuous blowing snow,Stratus,10/10,20km to 50km
32.938,6.27,0,3168.0,24.0,14.5,11.8,Clear,,Zero,10km to 20km
34.2197,0.869,270,1730.0,11.0,16.0,13.6,Clear,,Zero,20km to 50km
34.178,1.25,230,1694.0,8.0,13.0,12.3,Continuous blowing snow,Stratus,10/10,10km to 20km
33.502,5.55,30,4069.0,15.0,17.4,16.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
34.021,2.2,318,3761.0,21.0,14.0,11.5,,,,
34.298,0.25,600,2940.0,21.0,11.9,10.3,,,,
33.94,3.19,170,3887.0,4.0,17.1,14.8,Partly Cloudy,,4/10,20km to 50km
34.136,1.8,200,1638.0,1.0,14.0,10.9,,,,
34.022,2.1,400,4142.0,20.0,18.8,16.1,Clear,,Zero,20km to 50km
33.495,4.09,59,72.0,17.0,16.5,15.0,,,,
33.005,5.83,71,4182.0,18.0,15.9,14.4,Partly Cloudy,Stratocumulus,4/10,20km to 50km
34.2196,0.433,514,571.0,6.0,16.8,15.0,Clear,,Zero,20km to 50km
33.5727,3.782,170,4082.0,9.0,19.5,18.5,Partly Cloudy,Stratus,7/10 to 8/10,20km to 50km
34.08,2.07,250,4284.0,1.0,13.1,11.1,Partly Cloudy,Cumulus,7/10 to 8/10,10km to 20km
33.079,5.56,86,4235.0,6.0,18.3,16.1,Continuous blowing snow,Stratus,10/10,4km to 10km
33.681,5.66,1,4085.0,11.0,16.0,14.8,Partly Cloudy,Altocumulus,2/10 to 3/10,20km to 50km
33.193,5.61,19,1348.0,12.0,19.0,16.0,Clear,,,20km to 50km
33.752,4.2,20,70.0,32.0,11.9,11.0,Partly Cloudy,Stratocumulus,4/10,4km to 10km
34.066,2.03,169,564.0,19.0,13.5,11.7,Clear,,,10km to 20km
34.1095,1.404,271,2249.0,30.0,11.0,15.0,,,,
34.246,1.2,269,1649.0,9.0,19.0,17.5,Partly Cloudy,Altostratus,4/10,4km to 10km
33.497,6.22,10,1175.0,7.0,12.0,9.0,,,,
34.201,1.44,229,1328.0,11.0,14.5,13.4,,,,
33.73,3.86,108,622.0,11.0,17.5,16.5,,,,
33.3709,5.654,0,3646.0,9.0,18.0,16.7,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
34.065,2.28,168,613.0,8.0,14.8,13.5,,,,
34.093,1.21,400,4088.0,20.0,17.7,15.9,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.754,5.02,50,768.0,24.0,10.9,8.0,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
34.303,0.33,511,819.0,4.0,15.7,15.4,Fog,,,Less than 50m
33.778,3.24,100,236.0,5.0,13.8,13.2,Fog,,,50m to 200m
33.039,6.05,20,3810.0,18.0,15.2,14.4,,,,
33.017,5.71,89,3833.0,17.0,17.3,14.9,Partly Cloudy,Stratocumulus,5/10,10km to 20km
33.986,3.09,250,3877.0,17.0,19.5,16.6,Clear,,Zero,10km to 20km
33.412,5.67,0,833.0,24.0,14.3,12.0,,,,
33.628,4.94,10,82.0,14.0,,,,,,
33.604,4.61,15,24.0,20.0,15.9,15.0,Partly Cloudy,Stratocumulus,4/10,10km to 20km
34.23,0.83,400,1195.0,14.0,14.5,12.5,Clear,,Zero,10km to 20km
33.671,3.82,119,3980.0,11.0,18.2,17.7,Continuous blowing snow,Stratus,10/10,4km to 10km
33.748,5.9,2,58.0,2.0,19.9,17.7,,,,
34.085,1.68,300,516.0,8.0,19.2,17.1,Continuous blowing snow,Stratus,10/10,20km to 50km
33.655,3.48,100,1326.0,7.0,18.2,16.7,,,,
34.092,1.29,400,2782.0,17.0,15.1,13.9,Partly Cloudy,Stratocumulus,4/10,20km to 50km
33.496,4.07,124,944.0,18.0,15.5,15.0,,,,
33.627,4.353,10,31.0,13.0,13.3,10.4,,,,
33.223,6.1,11,561.0,18.0,12.4,11.8,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
34.051,2.19,200,3561.0,25.0,17.0,16.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.311,5.85,50,3987.0,24.0,15.0,11.9,Continuous blowing snow,Stratocumulus,10/10,
33.5037,5.92,16,24.0,6.0,16.9,15.1,Partly Cloudy,Cirrostratus,7/10 to 8/10,20km to 50km
33.496,6.06,6,25.0,8.0,16.5,13.7,Partly Cloudy,Stratocumulus,4/10,20km to 50km
33.6552,3.285,110,1702.0,5.0,19.0,17.7,Continuous blowing snow,Stratus,10/10,10km to 20km
33.487,3.87,99,1607.0,18.0,14.7,13.9,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.225,5.72,75,2983.0,4.0,15.5,13.3,Partly Cloudy,Stratocumulus,5/10,20km to 50km
34.225,1.3,267,560.0,5.0,21.6,19.8,Continuous blowing snow,Stratus,10/10,10km to 20km
34.2389,0.821,300,1418.0,9.0,20.2,18.1,Partly Cloudy,Stratus,5/10,20km to 50km
32.871,5.89,30,4371.0,19.0,13.2,12.9,,,,
34.099,1.95,199,1421.0,21.0,15.7,14.8,Continuous blowing snow,Altostratus,10/10,10km to 20km
33.591,6.41,10,645.0,4.0,22.7,20.1,Partly Cloudy,Stratus,9/10 or more but not 10/10,2km to 4km
33.628,4.3,30,626.0,4.0,18.8,16.0,,,,
33.5097,5.758,0,1335.0,15.0,11.8,9.2,,,,
34.1805,0.64,400,4182.0,22.0,14.9,12.9,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
33.306,5.64,75,197.0,25.0,14.5,10.7,Partly Cloudy,Cirrostratus,9/10 or more but not 10/10,4km to 10km
33.108,5.85,49,854.0,22.0,16.8,15.0,Partly Cloudy,Cirrostratus,1/10 or less but not zero,10km to 20km
34.134,1.71,200,1345.0,6.0,14.9,12.8,Partly Cloudy,Stratocumulus,7/10 to 8/10,4km to 10km
33.817,2.87,125,1361.0,0.0,18.0,16.9,,,,
33.573,5.38,95,3828.0,15.0,17.8,16.6,Partly Cloudy,Cumulus,7/10 to 8/10,10km to 20km
33.5908,7.62,0,19.0,5.0,14.9,14.3,,,,
33.702,4.68,50,1384.0,20.0,16.2,14.3,Continuous blowing snow,Altostratus,10/10,4km to 10km
33.376,5.68,30,71.0,1.0,15.0,13.8,,,,
34.092,1.31,378,4168.0,14.0,20.0,17.5,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.322,5.89,11,72.0,18.0,14.5,13.1,,,,
33.786,3.82,22,68.0,19.0,13.6,9.9,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
33.2093,5.442,10,4060.0,4.0,21.8,19.2,,,,
34.139,0.82,520,,20.0,16.1,13.7,Partly Cloudy,Cumulus,4/10,20km to 50km
33.397,4.54,58,863.0,3.0,17.5,14.9,,,,
33.349,3.66,40,58.0,6.0,19.9,18.1,,,,
33.458,5.48,9,65.0,3.0,17.0,12.9,,,,
33.35,4.77,124,3831.0,20.0,17.4,15.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.398,6.72,10,67.0,5.0,14.0,13.0,,,,
33.59,5.76,85,3926.0,13.0,18.8,16.0,Continuous blowing snow,Altocumulus,10/10,10km to 20km
34.124,1.29,318,3623.0,11.0,13.7,12.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,4km to 10km
33.4087,5.493,87,3857.0,13.0,13.4,9.8,,,,
33.632,,2,4233.0,17.0,18.3,16.2,Continuous blowing snow,Stratus,10/10,4km to 10km
34.303,0.33,500,1597.0,4.0,19.7,18.0,,,,
33.6718,5.506,111,4325.0,3.0,20.0,18.1,Continuous blowing snow,Stratus,10/10,10km to 20km
33.364,6.19,10,29.0,3.0,16.0,10.0,Clear,,Zero,10km to 20km
33.538,4.66,71,111.0,23.0,18.1,16.5,Clear,,Zero,10km to 20km
34.296,0.36,515,855.0,3.0,14.0,13.0,,,,
33.317,5.19,28,57.0,10.0,18.9,17.2,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.525,,10,18.0,20.0,18.3,17.1,Partly Cloudy,Stratocumulus,1/10 or less but not zero,4km to 10km
33.627,3.84,101,3865.0,4.0,17.2,16.9,Partly Cloudy,Altocumulus,5/10,20km to 50km
34.176,1.45,332,558.0,9.0,15.3,15.0,,,,
34.3149,0.284,515,698.0,4.0,17.5,13.5,Continuous blowing snow,Stratus,10/10,4km to 10km
34.255,0.365,500,4178.0,17.0,12.1,11.5,Partly Cloudy,Stratocumulus,1/10 or less but not zero,4km to 10km
34.198,0.72,400,906.0,20.0,14.2,12.2,,,,
34.134,1.06,400,4029.0,10.0,17.0,16.2,,,,
33.119,5.96,75,4132.0,18.0,13.5,11.8,,,,
33.2926,5.348,109,4030.0,,17.0,15.0,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
33.486,5.62,55,4118.0,15.0,17.0,15.8,Partly Cloudy,Stratocumulus,4/10,10km to 20km
32.942,5.59,61,4323.0,2.0,13.4,12.0,,,,
33.959,5.65,61,4106.0,27.0,13.9,10.9,,,,20km to 50km
33.132,6.2,10,3795.0,18.0,16.3,15.1,Continuous blowing snow,Stratus,10/10,10km to 20km
33.538,5.61,51,563.0,1.0,14.2,13.0,Partly Cloudy,Cirrostratus,2/10 to 3/10,50km or more
33.734,5.17,38,99.0,25.0,13.8,12.0,Partly Cloudy,Cirrus,7/10 to 8/10,10km to 20km
33.582,4.6,31,74.0,17.0,9.9,7.8,,,,
34.1585,1.27,230,1632.0,9.0,15.1,12.0,,,,
34.079,1.62,377,3886.0,24.0,18.9,16.7,Partly Cloudy,Stratocumulus,6/10,10km to 20km
34.195,0.85,379,1475.0,16.0,15.2,15.7,,,,
33.004,5.86,30,3966.0,4.0,16.5,15.6,,,,
33.37,6.03,10,37.0,5.0,15.1,13.0,,,,
33.929,5.41,31,4181.0,21.0,19.0,16.6,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
33.1999,5.189,60,1004.0,21.0,16.0,14.5,,,,
33.201,5.85,85,3940.0,15.0,15.5,13.7,,,,
33.42,,30,1826.0,13.0,17.5,15.5,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
34.246,0.78,400,543.0,6.0,14.7,12.1,,,,
33.363,5.31,2,4184.0,5.0,20.7,19.0,Partly Cloudy,Cumulus,7/10 to 8/10,10km to 20km
33.5857,5.741,20,77.0,12.0,19.1,18.2,Partly Cloudy,Stratocumulus,5/10,20km to 50km
33.9166,2.256,100,140.0,18.0,18.0,16.2,Clear,Cirrocumulus,Zero,20km to 50km
32.937,5.19,100,1388.0,28.0,15.0,14.5,,,,
33.469,,3,67.0,11.0,22.0,20.0,Partly Cloudy,Cirrostratus,2/10 to 3/10,10km to 20km
33.16,5.388,125,4125.0,20.0,17.0,13.4,Partly Cloudy,Stratocumulus,6/10,20km to 50km
33.527,3.18,50,73.0,2.0,16.0,14.9,Partly Cloudy,Cirrostratus,4/10,20km to 50km
33.438,5.5,46,4265.0,8.0,17.3,14.8,,,,
33.591,5.94,41,1462.0,8.0,13.9,12.2,,,,
34.045,1.61,319,3622.0,4.0,14.9,13.8,,,,
33.32,5.91,0,48.0,7.0,14.6,13.8,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.268,5.45,51,909.0,8.0,18.4,17.9,,,,
33.1076,5.7,100,4373.0,4.0,16.5,16.0,,,,
34.142,0.95,377,572.0,24.0,13.9,12.2,Clear,,Zero,20km to 50km
33.529,6.59,0,339.0,2.0,15.2,12.5,Continuous blowing snow,Stratus,4/10,10km to 20km
33.651,3.86,100,4094.0,20.0,11.8,11.8,Rain,Nimbostratus,7/10 to 8/10,2km to 4km
33.346,5.38,51,,7.0,16.9,14.7,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
33.4269,3.924,30,58.0,8.0,15.2,13.2,,,,
34.096,2.28,240,688.0,4.0,19.8,18.7,Partly Cloudy,Stratus,9/10 or more but not 10/10,20km to 50km
33.862,3.04,200,,8.0,17.1,14.9,,,,
33.051,5.47,1,,9.0,18.9,18.5,,,,
33.375,5.26,10,69.0,27.0,19.2,19.1,,,,
33.178,5.94,30,3980.0,12.0,18.2,16.9,Continuous blowing snow,Stratus,10/10,10km to 20km
33.442,5.83,21,609.0,0.0,19.1,18.0,,,,
34.095,2.19,233,1360.0,18.0,18.2,16.5,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
33.317,5.82,75,3977.0,6.0,19.2,17.5,Continuous blowing snow,Stratus,10/10,10km to 20km
33.543,4.46,40,832.0,12.0,15.0,14.0,Continuous blowing snow,Stratus,10/10,10km to 20km
33.244,5.28,124,4218.0,15.0,14.3,12.4,,,,
34.211,0.54,500,4213.0,2.0,17.6,16.2,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.945,2.39,139,344.0,7.0,16.5,11.5,Partly Cloudy,Stratus,1/10 or less but not zero,10km to 20km
33.335,5.71,1,,,,,,,,
33.375,5.55,12,4472.0,21.0,17.6,15.7,Continuous blowing snow,Stratus,10/10,10km to 20km
34.104,0.97,400,3807.0,20.0,16.8,15.5,,,,
33.204,5.58,14,4553.0,9.0,18.3,17.0,,,,
33.21,5.25,125,4280.0,10.0,16.0,14.1,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.577,3.75,83,615.0,10.0,15.7,13.1,,,,
33.6472,5.326,10,33.0,15.0,11.1,7.9,,,,
33.571,3.74,100,1179.0,13.0,18.0,16.0,,,,
33.395,4.55,76,4230.0,11.0,17.7,16.9,,,,
34.426,0.319,900,2660.0,28.0,11.8,9.5,,,,
33.04,6.02,60,4139.0,9.0,19.8,18.5,Continuous blowing snow,Altocumulus,10/10,10km to 20km
33.4808,5.563,100,3812.0,14.0,16.8,15.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.136,5.8,0,3941.0,24.0,14.9,14.1,Clear,,Zero,4km to 10km
33.888,3.39,200,4094.0,7.0,17.0,15.0,,,,
33.516,2.77,11,25.0,6.0,18.6,17.0,Partly Cloudy,Stratocumulus,4/10,20km to 50km
34.2064,1.102,250,1382.0,12.0,19.3,16.9,,,,
33.756,3.35,40,84.0,14.0,14.5,12.3,Partly Cloudy,Stratocumulus,4/10,10km to 20km
33.298,4.54,121,3790.0,7.0,15.2,13.9,Clear,,Zero,10km to 20km
34.1599,0.771,380,1647.0,21.0,17.0,15.4,Continuous blowing snow,Stratus,6/10,4km to 10km
33.316,5.509,30,76.0,8.0,14.2,12.2,,,,
33.56,3.55,120,4194.0,8.0,16.8,15.7,,,,
33.503,6.47,0,24.0,4.0,16.6,14.9,Continuous blowing snow,Stratus,10/10,4km to 10km
33.661,6.79,1,575.0,5.0,15.2,14.3,,,,
33.612,3.35,70,3633.0,9.0,14.4,11.5,,,,
33.9165,2.499,170,1192.0,19.0,20.5,17.4,,,,
33.4234,5.449,75,3990.0,22.0,15.3,14.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
34.015,2.13,150,244.0,21.0,13.5,13.1,,,,
33.3565,5.228,100,220.0,8.0,12.0,10.9,,,,
34.041,2.16,268,964.0,13.0,12.5,10.6,,,,
33.424,5.22,59,1622.0,13.0,18.7,17.2,,,,
33.9782,2.366,150,1378.0,15.0,15.2,14.2,Partly Cloudy,Stratocumulus,6/10,20km to 50km
33.665,3.61,111,1309.0,5.0,13.6,11.1,,,,
34.243,0.73,428,1177.0,5.0,16.0,15.0,,,,
33.2823,5.764,0,3912.0,21.0,15.8,13.7,Partly Cloudy,Altostratus,2/10 to 3/10,10km to 20km
33.421,4.26,42,61.0,6.0,18.2,17.6,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
34.081,2.34,250,1330.0,14.0,17.1,16.2,,,,
33.45,4.73,29,33.0,12.0,12.8,8.8,,,,
34.139,1.8,198,560.0,20.0,15.0,14.4,,,,
33.39,6.69,0,32.0,12.0,17.4,16.9,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
33.892,2.81,120,1592.0,10.0,17.9,15.8,Continuous blowing snow,Stratus,10/10,4km to 10km
33.088,5.82,1,4161.0,6.0,15.8,13.9,,,,
33.017,5.65,60,3674.0,2.0,16.3,15.3,,,,
33.369,5.06,30,121.0,17.0,14.9,11.9,,,,
34.07,1.98,199,4015.0,22.0,14.4,11.9,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
32.953,6.11,30,4226.0,14.0,14.5,14.0,,,,
33.389,6.83,12,574.0,9.0,11.1,11.0,Fog,,,50m to 200m
33.7412,3.101,100,654.0,6.0,19.4,16.8,Partly Cloudy,Cirrostratus,7/10 to 8/10,10km to 20km
34.291,0.23,600,4231.0,11.0,12.0,11.2,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
33.22,5.88,20,676.0,4.0,14.4,13.0,,,,
33.927,3.1,120,947.0,9.0,10.9,8.8,,,,
33.673,4.64,205,4215.0,14.0,19.8,16.9,Partly Cloudy,Stratus,4/10,10km to 20km
33.6438,3.238,50,63.0,5.0,19.3,20.8,Continuous blowing snow,Stratus,10/10,10km to 20km
34.033,2.35,300,4158.0,18.0,15.0,13.8,Partly Cloudy,Cumulus,6/10,20km to 50km
33.439,5.28,39,105.0,12.0,16.8,15.2,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.964,2.38,150,844.0,2.0,14.0,13.1,,,,
33.674,3.99,100,3798.0,15.0,17.2,15.5,,,,
34.116,1.14,379,3822.0,30.0,13.2,11.1,,,,
33.629,3.25,125,3995.0,22.0,18.1,17.2,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.542,6.295,5,25.0,5.0,15.4,14.2,Clear,,Zero,10km to 20km
33.5208,6.019,51,3985.0,8.0,17.2,14.9,Partly Cloudy,Stratus,1/10 or less but not zero,10km to 20km
33.385,6.55,1,57.0,0.0,15.7,14.9,Partly Cloudy,Cirrus,6/10,10km to 20km
33.631,5.41,109,3996.0,16.0,18.4,17.3,,,,
33.597,5.89,40,909.0,12.0,13.2,12.3,,,,
34.3831,0.084,720,770.0,8.0,16.0,13.2,,,,
33.391,5.63,20,4163.0,13.0,17.8,15.0,Continuous blowing snow,Altocumulus,10/10,10km to 20km
33.59,3.83,150,1215.0,3.0,14.9,13.0,,,,
